0.00.318.843 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.424.319 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q4_K_M.gguf'
0.39.896.873 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.39.933.382 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.39.933.439 I srv  llama_server: model loaded
0.39.933.447 I srv  llama_server: listening on http://0.0.0.0:8091
0.40.019.200 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
4.26.931.619 I slot print_timing: id  1 | task 1636 |        eval time =    2356.76 ms /    28 tokens (   84.17 ms per token,    11.88 tokens per second)
4.26.931.627 I slot print_timing: id  1 | task 1636 |       total time =    3371.54 ms /    46 tokens
4.26.931.629 I slot print_timing: id  1 | task 1636 |    graphs reused =       1516
4.26.931.717 I slot      release: id  1 | task 1636 | stop processing: n_tokens = 512, truncated = 0
4.26.967.988 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.947
4.26.968.572 I slot launch_slot_: id  1 | task 1666 | processing task, is_child = 0
4.30.372.696 I slot print_timing: id  1 | task 1666 | prompt eval time =    1043.46 ms /    18 tokens (   57.97 ms per token,    17.25 tokens per second)
4.30.372.705 I slot print_timing: id  1 | task 1666 |        eval time =    2360.60 ms /    28 tokens (   84.31 ms per token,    11.86 tokens per second)
4.30.372.707 I slot print_timing: id  1 | task 1666 |       total time =    3404.06 ms /    46 tokens
4.30.372.708 I slot print_timing: id  1 | task 1666 |    graphs reused =       1542
4.30.372.795 I slot      release: id  1 | task 1666 | stop processing: n_tokens = 512, truncated = 0
4.30.409.510 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.961 (> 0.100 thold), f_keep = 0.918
4.30.409.998 I slot launch_slot_: id  1 | task 1696 | processing task, is_child = 0
4.35.059.691 I slot print_timing: id  1 | task 1696 | prompt eval time =    1072.65 ms /    22 tokens (   48.76 ms per token,    20.51 tokens per second)
4.35.059.700 I slot print_timing: id  1 | task 1696 |        eval time =    3576.98 ms /    42 tokens (   85.17 ms per token,    11.74 tokens per second)
4.35.059.702 I slot print_timing: id  1 | task 1696 |       total time =    4649.63 ms /    64 tokens
4.35.059.711 I slot print_timing: id  1 | task 1696 |    graphs reused =       1582
4.35.059.808 I slot      release: id  1 | task 1696 | stop processing: n_tokens = 530, truncated = 0
4.35.096.275 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
4.35.096.646 I slot launch_slot_: id  1 | task 1740 | processing task, is_child = 0
4.39.703.003 I slot print_timing: id  1 | task 1740 | prompt eval time =    1029.19 ms /    22 tokens (   46.78 ms per token,    21.38 tokens per second)
4.39.703.011 I slot print_timing: id  1 | task 1740 |        eval time =    3577.11 ms /    42 tokens (   85.17 ms per token,    11.74 tokens per second)
4.39.703.013 I slot print_timing: id  1 | task 1740 |       total time =    4606.30 ms /    64 tokens
4.39.703.014 I slot print_timing: id  1 | task 1740 |    graphs reused =       1622
4.39.703.099 I slot      release: id  1 | task 1740 | stop processing: n_tokens = 530, truncated = 0
4.39.739.819 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
4.39.740.209 I slot launch_slot_: id  1 | task 1784 | processing task, is_child = 0
4.44.340.064 I slot print_timing: id  1 | task 1784 | prompt eval time =    1021.80 ms /    22 tokens (   46.45 ms per token,    21.53 tokens per second)
4.44.340.072 I slot print_timing: id  1 | task 1784 |        eval time =    3578.00 ms /    42 tokens (   85.19 ms per token,    11.74 tokens per second)
4.44.340.074 I slot print_timing: id  1 | task 1784 |       total time =    4599.80 ms /    64 tokens
4.44.340.075 I slot print_timing: id  1 | task 1784 |    graphs reused =       1662
4.44.340.171 I slot      release: id  1 | task 1784 | stop processing: n_tokens = 530, truncated = 0
4.44.376.825 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
4.44.377.198 I slot launch_slot_: id  1 | task 1828 | processing task, is_child = 0
4.48.995.190 I slot print_timing: id  1 | task 1828 | prompt eval time =    1041.42 ms /    22 tokens (   47.34 ms per token,    21.12 tokens per second)
4.48.995.199 I slot print_timing: id  1 | task 1828 |        eval time =    3576.51 ms /    42 tokens (   85.15 ms per token,    11.74 tokens per second)
4.48.995.201 I slot print_timing: id  1 | task 1828 |       total time =    4617.93 ms /    64 tokens
4.48.995.202 I slot print_timing: id  1 | task 1828 |    graphs reused =       1702
4.48.995.291 I slot      release: id  1 | task 1828 | stop processing: n_tokens = 530, truncated = 0
4.49.031.969 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
4.49.032.329 I slot launch_slot_: id  1 | task 1872 | processing task, is_child = 0
4.53.680.577 I slot print_timing: id  1 | task 1872 | prompt eval time =    1054.12 ms /    22 tokens (   47.91 ms per token,    20.87 tokens per second)
4.53.680.586 I slot print_timing: id  1 | task 1872 |        eval time =    3594.05 ms /    42 tokens (   85.57 ms per token,    11.69 tokens per second)
4.53.680.587 I slot print_timing: id  1 | task 1872 |       total time =    4648.18 ms /    64 tokens
4.53.680.589 I slot print_timing: id  1 | task 1872 |    graphs reused =       1742
4.53.680.953 I slot      release: id  1 | task 1872 | stop processing: n_tokens = 530, truncated = 0
4.53.720.758 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.971 (> 0.100 thold), f_keep = 0.887
4.53.721.148 I slot launch_slot_: id  1 | task 1916 | processing task, is_child = 0
4.57.074.071 I slot print_timing: id  1 | task 1916 | prompt eval time =    1080.20 ms /    17 tokens (   63.54 ms per token,    15.74 tokens per second)
4.57.074.079 I slot print_timing: id  1 | task 1916 |        eval time =    2272.63 ms /    27 tokens (   84.17 ms per token,    11.88 tokens per second)
4.57.074.081 I slot print_timing: id  1 | task 1916 |       total time =    3352.84 ms /    44 tokens
4.57.074.082 I slot print_timing: id  1 | task 1916 |    graphs reused =       1767
4.57.074.224 I slot      release: id  1 | task 1916 | stop processing: n_tokens = 510, truncated = 0
4.57.110.839 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.949
4.57.111.279 I slot launch_slot_: id  1 | task 1945 | processing task, is_child = 0
5.00.432.821 I slot print_timing: id  1 | task 1945 | prompt eval time =    1048.28 ms /    17 tokens (   61.66 ms per token,    16.22 tokens per second)
5.00.432.834 I slot print_timing: id  1 | task 1945 |        eval time =    2273.21 ms /    27 tokens (   84.19 ms per token,    11.88 tokens per second)
5.00.432.836 I slot print_timing: id  1 | task 1945 |       total time =    3321.49 ms /    44 tokens
5.00.432.837 I slot print_timing: id  1 | task 1945 |    graphs reused =       1792
5.00.432.938 I slot      release: id  1 | task 1945 | stop processing: n_tokens = 510, truncated = 0
5.00.469.539 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.949
5.00.469.903 I slot launch_slot_: id  1 | task 1974 | processing task, is_child = 0
5.03.792.500 I slot print_timing: id  1 | task 1974 | prompt eval time =    1053.23 ms /    17 tokens (   61.95 ms per token,    16.14 tokens per second)
5.03.792.508 I slot print_timing: id  1 | task 1974 |        eval time =    2269.29 ms /    27 tokens (   84.05 ms per token,    11.90 tokens per second)
5.03.792.510 I slot print_timing: id  1 | task 1974 |       total time =    3322.52 ms /    44 tokens
5.03.792.511 I slot print_timing: id  1 | task 1974 |    graphs reused =       1817
5.03.792.595 I slot      release: id  1 | task 1974 | stop processing: n_tokens = 510, truncated = 0
5.03.829.348 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.949
5.03.829.719 I slot launch_slot_: id  1 | task 2003 | processing task, is_child = 0
5.07.169.328 I slot print_timing: id  1 | task 2003 | prompt eval time =    1071.06 ms /    17 tokens (   63.00 ms per token,    15.87 tokens per second)
5.07.169.336 I slot print_timing: id  1 | task 2003 |        eval time =    2268.49 ms /    27 tokens (   84.02 ms per token,    11.90 tokens per second)
5.07.169.337 I slot print_timing: id  1 | task 2003 |       total time =    3339.55 ms /    44 tokens
5.07.169.339 I slot print_timing: id  1 | task 2003 |    graphs reused =       1842
5.07.169.424 I slot      release: id  1 | task 2003 | stop processing: n_tokens = 510, truncated = 0
5.07.206.077 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.949
5.07.206.443 I slot launch_slot_: id  1 | task 2032 | processing task, is_child = 0
5.10.538.920 I slot print_timing: id  1 | task 2032 | prompt eval time =    1062.89 ms /    17 tokens (   62.52 ms per token,    15.99 tokens per second)
5.10.538.928 I slot print_timing: id  1 | task 2032 |        eval time =    2269.53 ms /    27 tokens (   84.06 ms per token,    11.90 tokens per second)
5.10.538.937 I slot print_timing: id  1 | task 2032 |       total time =    3332.41 ms /    44 tokens
5.10.538.939 I slot print_timing: id  1 | task 2032 |    graphs reused =       1867
5.10.539.065 I slot      release: id  1 | task 2032 | stop processing: n_tokens = 510, truncated = 0
5.10.577.461 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 177213641478
5.10.829.626 I slot launch_slot_: id  0 | task 2061 | processing task, is_child = 0
5.17.927.263 I slot print_timing: id  0 | task 2061 | prompt eval time =    1053.68 ms /    20 tokens (   52.68 ms per token,    18.98 tokens per second)
5.17.927.271 I slot print_timing: id  0 | task 2061 |        eval time =    2368.79 ms /    28 tokens (   84.60 ms per token,    11.82 tokens per second)
5.17.927.272 I slot print_timing: id  0 | task 2061 |       total time =    3422.47 ms /    48 tokens
5.17.927.274 I slot print_timing: id  0 | task 2061 |    graphs reused =       1893
5.17.927.502 I slot      release: id  0 | task 2061 | stop processing: n_tokens = 516, truncated = 0
5.17.965.340 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
5.17.965.792 I slot launch_slot_: id  0 | task 2091 | processing task, is_child = 0
5.21.384.680 I slot print_timing: id  0 | task 2091 | prompt eval time =    1057.16 ms /    20 tokens (   52.86 ms per token,    18.92 tokens per second)
5.21.384.688 I slot print_timing: id  0 | task 2091 |        eval time =    2361.66 ms /    28 tokens (   84.35 ms per token,    11.86 tokens per second)
5.21.384.696 I slot print_timing: id  0 | task 2091 |       total time =    3418.83 ms /    48 tokens
5.21.384.697 I slot print_timing: id  0 | task 2091 |    graphs reused =       1919
5.21.384.794 I slot      release: id  0 | task 2091 | stop processing: n_tokens = 516, truncated = 0
5.21.422.518 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
5.21.422.971 I slot launch_slot_: id  0 | task 2121 | processing task, is_child = 0
5.24.833.654 I slot print_timing: id  0 | task 2121 | prompt eval time =    1048.88 ms /    20 tokens (   52.44 ms per token,    19.07 tokens per second)
5.24.833.662 I slot print_timing: id  0 | task 2121 |        eval time =    2361.74 ms /    28 tokens (   84.35 ms per token,    11.86 tokens per second)
5.24.833.664 I slot print_timing: id  0 | task 2121 |       total time =    3410.63 ms /    48 tokens
5.24.833.665 I slot print_timing: id  0 | task 2121 |    graphs reused =       1945
5.24.833.764 I slot      release: id  0 | task 2121 | stop processing: n_tokens = 516, truncated = 0
5.24.871.611 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
5.24.872.068 I slot launch_slot_: id  0 | task 2151 | processing task, is_child = 0
5.28.284.447 I slot print_timing: id  0 | task 2151 | prompt eval time =    1050.52 ms /    20 tokens (   52.53 ms per token,    19.04 tokens per second)
5.28.284.455 I slot print_timing: id  0 | task 2151 |        eval time =    2361.80 ms /    28 tokens (   84.35 ms per token,    11.86 tokens per second)
5.28.284.456 I slot print_timing: id  0 | task 2151 |       total time =    3412.32 ms /    48 tokens
5.28.284.464 I slot print_timing: id  0 | task 2151 |    graphs reused =       1971
5.28.284.555 I slot      release: id  0 | task 2151 | stop processing: n_tokens = 516, truncated = 0
5.28.323.185 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
5.28.323.731 I slot launch_slot_: id  0 | task 2181 | processing task, is_child = 0
5.31.736.158 I slot print_timing: id  0 | task 2181 | prompt eval time =    1050.25 ms /    20 tokens (   52.51 ms per token,    19.04 tokens per second)
5.31.736.167 I slot print_timing: id  0 | task 2181 |        eval time =    2362.12 ms /    28 tokens (   84.36 ms per token,    11.85 tokens per second)
5.31.736.169 I slot print_timing: id  0 | task 2181 |       total time =    3412.37 ms /    48 tokens
5.31.736.171 I slot print_timing: id  0 | task 2181 |    graphs reused =       1997
5.31.736.266 I slot      release: id  0 | task 2181 | stop processing: n_tokens = 516, truncated = 0
5.31.774.611 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 177225891133
5.32.102.504 I slot launch_slot_: id  3 | task 2211 | processing task, is_child = 0
5.32.102.604 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 300.128 MiB)
5.32.125.073 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 787.393 MiB)
5.39.353.190 I slot print_timing: id  3 | task 2211 | prompt eval time =    1092.00 ms /    19 tokens (   57.47 ms per token,    17.40 tokens per second)
5.39.353.198 I slot print_timing: id  3 | task 2211 |        eval time =    3160.30 ms /    37 tokens (   85.41 ms per token,    11.71 tokens per second)
5.39.353.206 I slot print_timing: id  3 | task 2211 |       total time =    4252.30 ms /    56 tokens
5.39.353.208 I slot print_timing: id  3 | task 2211 |    graphs reused =       2032
5.39.353.340 I slot      release: id  3 | task 2211 | stop processing: n_tokens = 520, truncated = 0
5.39.391.040 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.931
5.39.391.473 I slot launch_slot_: id  3 | task 2250 | processing task, is_child = 0
5.43.585.532 I slot print_timing: id  3 | task 2250 | prompt eval time =    1045.04 ms /    19 tokens (   55.00 ms per token,    18.18 tokens per second)
5.43.585.540 I slot print_timing: id  3 | task 2250 |        eval time =    3148.96 ms /    37 tokens (   85.11 ms per token,    11.75 tokens per second)
5.43.585.541 I slot print_timing: id  3 | task 2250 |       total time =    4194.00 ms /    56 tokens
5.43.585.543 I slot print_timing: id  3 | task 2250 |    graphs reused =       2067
5.43.585.635 I slot      release: id  3 | task 2250 | stop processing: n_tokens = 520, truncated = 0
5.43.623.290 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.931
5.43.623.707 I slot launch_slot_: id  3 | task 2289 | processing task, is_child = 0
5.47.819.848 I slot print_timing: id  3 | task 2289 | prompt eval time =    1043.23 ms /    19 tokens (   54.91 ms per token,    18.21 tokens per second)
5.47.819.856 I slot print_timing: id  3 | task 2289 |        eval time =    3152.83 ms /    37 tokens (   85.21 ms per token,    11.74 tokens per second)
5.47.819.858 I slot print_timing: id  3 | task 2289 |       total time =    4196.06 ms /    56 tokens
5.47.819.867 I slot print_timing: id  3 | task 2289 |    graphs reused =       2102
5.47.820.308 I slot      release: id  3 | task 2289 | stop processing: n_tokens = 520, truncated = 0
5.47.861.400 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.931
5.47.861.901 I slot launch_slot_: id  3 | task 2328 | processing task, is_child = 0
5.52.130.195 I slot print_timing: id  3 | task 2328 | prompt eval time =    1119.72 ms /    19 tokens (   58.93 ms per token,    16.97 tokens per second)
